state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
MO,Callaway,8.2,44332.0,0.379725706,0.620274294,0.001827123,0.014504196,0.001421095,25431.52581,47596.35932,35437.87405,0.001127853,0.392319238,0.589462243,0.018218519,25.85,79.0,16.0,10.0,0.2,0.5188125958675449,91.02,4.52,0.53,0.46,1.59,1.9
MO,Camden,11.9,44002.0,0.257715558,0.742284442,0.00888596,0.027589655,0.003090769,26691.0872,32018.43225,28849.56914,0.002321258,0.351195048,0.635883071,0.012921881,28.75,91.0,18.0,6.0,0.2,2.4317076496522887,95.25,0.39,0.4,0.45,2.3,1.32
MO,Cape Girardeau,7.3,75674.0,0.694967889,0.305032111,0.00014536,0.030684251,0.003211143,30007.03235,31398.00391,30697.77626,0.002737268,0.326810333,0.663043769,0.010145897,24.94,85.0,24.0,8.0,0.1,0.938235060919206,87.92,6.99,1.17,0.23,1.95,1.84
MO,Carroll,11.4,9295.0,0.354599247,0.645400753,0.000968263,0.022162453,0.00182894,28942.35589,0.0,28075.1921,0.001291017,0.338254738,0.651167915,0.010577347,27.83,88.0,14.0,7.0,0.0,1.0758472296933834,95.68,1.6,0.11,0.23,1.27,1.1
MO,Carter,11.5,6265.0,0.0,1.0,0.024900239,0.029848364,0.000957702,19131.7734,22093.75,18199.20714,0.0,0.339544513,0.634920635,0.025534852,29.33,77.0,11.0,8.0,3.4,1.4365522745411015,95.64,0.08,0.14,1.04,1.66,1.6
MO,Cass,9.6,99478.0,0.675978608,0.324021392,0.000351837,0.015772332,0.001538029,27786.20152,27633.66994,27721.66629,0.001102857,0.395464238,0.591781423,0.012754339,26.58,89.0,18.0,8.0,0.5,0.9248276000723777,89.55,3.46,0.63,0.51,4.01,2.05
MO,Cedar,9.5,13982.0,0.247031898,0.752968102,0.001859534,0.017236447,0.001501931,22491.88876,0.0,23542.17411,0.00093978,0.324205225,0.660056657,0.015738118,26.91,78.0,10.0,7.0,0.7,1.2873694750393363,96.07,0.1,0.31,0.51,1.46,1.76
MO,Christian,8.4,77422.0,0.552039472,0.447960528,0.000193743,0.01834104,0.001084963,26031.68486,22750.16415,25224.81434,0.001313709,0.315224023,0.673316179,0.011459798,21.97,87.0,21.0,9.0,0.0,1.0074655782594095,94.27,0.56,0.5,0.57,2.45,1.77
MO,Clark,12.3,7139.0,0.0,1.0,0.031657095,0.017649531,0.001961059,22651.69903,22823.52941,22678.60798,0.002021291,0.454861111,0.515625,0.029513889,27.88,75.0,11.0,7.0,0.0,1.9610589718447964,97.74,0.27,0.31,0.11,0.59,1.01
MO,Clay,8.3,221939.0,0.901842398,0.098157602,0.000279356,0.016883017,0.001910435,34607.69696,46784.43811,41431.71375,0.001378757,0.490493221,0.49738153,0.012125249,24.67,95.0,25.0,8.0,0.6,0.8380681178161566,84.08,5.06,2.03,0.46,5.9,2.75
MO,Clinton,9.6,20743.0,0.237911585,0.762088415,0.012678976,0.016294654,0.000964181,24994.70432,0.0,25988.65846,0.001157017,0.434761814,0.546106753,0.019131433,26.25,87.0,15.0,8.0,0.0,1.3980619968182035,94.52,1.37,0.35,0.69,1.55,1.62
MO,Cole,6.8,75990.0,0.709251217,0.290748783,0.000276352,0.023134623,0.003066193,32762.90652,37990.39027,35156.48946,0.00129346,0.360278746,0.629371532,0.010349723,22.74,82.0,27.0,9.0,0.3,0.934333464929596,83.23,11.08,1.26,0.28,2.36,1.87
MO,Cooper,9.7,17601.0,0.467984774,0.532015226,0.002613488,0.019544344,0.002499858,23906.46651,25180.88151,24418.87227,0.001791944,0.373286818,0.610765014,0.015948168,28.45,92.0,14.0,8.0,0.6,0.5113345832623146,89.51,6.82,0.44,0.28,1.32,1.72
MO,Crawford,12.6,24696.0,0.266925818,0.733074182,0.000404924,0.018545513,0.001295756,25427.0645,35609.94608,28834.97092,0.002429543,0.387803669,0.595637085,0.016559246,31.1,72.0,8.0,8.0,0.8,1.4982183349530287,96.39,0.26,0.3,0.43,1.48,1.16
MO,Dade,9.7,7883.0,0.0,1.0,0.004566789,0.015730052,0.001649118,46397.56098,29171.31474,25641.27951,0.001159457,0.287937743,0.696498054,0.015564202,29.35,85.0,10.0,6.0,1.3,0.8879868070531524,94.84,0.37,0.28,0.89,1.53,2.21
MO,Dallas,12.5,16777.0,0.180664004,0.819335996,0.000596054,0.013053585,0.001549741,22057.34767,0.0,17518.65369,0.001192108,0.345698295,0.637120916,0.017180789,28.35,67.0,10.0,8.0,0.6,1.3113190677713538,95.59,0.17,0.24,0.83,1.55,1.73
MO,Daviess,9.7,8433.0,0.0,1.0,0.000711491,0.018380173,0.001304399,21597.1979,28714.28571,24748.46626,0.000424523,0.369783413,0.597728473,0.032488114,25.72,82.0,12.0,7.0,0.0,0.711490572749911,97.37,0.27,0.06,0.27,1.03,1.16
MO,Dent,10.3,15657.0,0.314300313,0.685699687,0.001788337,0.019991058,0.001660599,21023.4852,47642.22222,31352.68755,0.001651657,0.299359348,0.677781013,0.022859639,30.78,91.0,10.0,8.0,1.3,1.0857763300760044,95.94,0.35,0.26,0.86,0.95,1.64
MO,Douglas,12.0,13684.0,0.208783981,0.791216019,0.008696288,0.013738673,0.001242327,17779.41176,23544.20114,20595.66947,0.001471792,0.318831943,0.656287247,0.02488081,29.42,87.0,10.0,7.0,0.7,0.6577024261911723,96.59,0.2,0.22,0.54,0.8,1.79
MO,Dunklin,13.4,31953.0,0.495446437,0.504553563,0.005946234,0.021187369,0.00209683,20457.43175,21324.2696,20814.09188,0.003764592,0.385923155,0.598775927,0.015300918,33.47,72.0,9.0,10.0,1.6,0.34425562544987953,82.93,9.64,0.33,0.21,5.4,1.56
MO,Franklin,11.2,101492.0,0.444015292,0.555984708,0.000335002,0.022090411,0.00154692,29632.95985,34313.02858,31054.12698,0.0011528,0.431217414,0.55494695,0.013835636,28.05,82.0,13.0,8.0,0.3,1.3400070941552042,95.96,0.83,0.4,0.29,1.38,1.17
MO,Gasconade,10.4,15222.0,0.191302063,0.808697937,0.000131389,0.024175535,0.001905137,21149.01151,32041.23711,23757.18133,0.002364998,0.373053661,0.61291983,0.014026509,26.73,90.0,10.0,7.0,0.6,0.9197214557876757,97.23,0.17,0.35,0.17,1.0,1.1
MO,Greene,8.3,275174.0,0.860023113,0.139976887,4.72e-05,0.02297092,0.002151366,31332.7867,35103.33512,33389.71496,0.001972788,0.414024098,0.572482405,0.013493496,24.14,82.0,24.0,8.0,0.9,1.0974874079673225,89.54,2.81,1.63,0.61,2.98,2.61
MO,Grundy,8.0,10261.0,0.545365949,0.454634051,0.000974564,0.020660754,0.00243641,19325.13661,37552.83178,27471.47714,0.00197739,0.333333333,0.634177215,0.032489451,28.1,80.0,12.0,7.0,1.0,1.364389435727512,96.03,0.57,0.35,0.37,1.73,1.02
MO,Harrison,9.4,8957.0,0.296081277,0.703918723,0.010159652,0.021324104,0.002344535,22095.26982,20585.6833,21740.57085,0.00567824,0.328735632,0.641634738,0.02962963,29.76,90.0,9.0,7.0,1.1,1.2280897621971643,96.67,0.31,0.18,0.31,1.57,0.93
MO,Henry,10.7,22272.0,0.504534842,0.495465158,0.000179598,0.023482399,0.002469468,23306.96014,39726.29521,31142.59058,0.001167385,0.43632942,0.546195896,0.017474684,29.58,88.0,12.0,8.0,0.4,1.6163793103448276,95.32,0.98,0.23,0.45,1.66,1.45
MO,Hickory,12.5,9627.0,0.0,1.0,0.000415498,0.012984315,0.000830996,18777.57009,18856.0,18636.36364,0.000564039,0.424437928,0.557184751,0.018377322,31.58,91.0,8.0,6.0,1.1,1.4542432741248572,96.37,0.25,0.17,0.7,0.95,1.54
MO,Holt,7.9,4912.0,0.0,1.0,0.002850163,0.024837134,0.001628664,24698.55596,26181.20805,27003.28228,0.002151873,0.304595518,0.68135207,0.014052412,25.51,81.0,12.0,6.0,0.0,1.8322475570032573,97.21,0.14,0.31,0.98,0.79,0.53
MO,Howard,8.7,10144.0,0.35942429,0.64057571,0.011632492,0.017054416,0.001084385,23118.97738,27712.23022,23416.71278,0.000957216,0.419361483,0.557775489,0.022863028,26.47,79.0,18.0,8.0,1.0,1.084384858044164,91.09,5.2,0.25,0.44,1.2,1.87
MO,Howell,10.7,40400.0,0.278267327,0.721732673,0.000569307,0.023688119,0.002227723,22283.89109,32785.00262,26987.317,0.001265842,0.33683716,0.644899877,0.018262963,27.22,87.0,11.0,8.0,1.3,0.8415841584158416,95.29,0.38,0.48,0.62,1.73,1.63
MO,Iron,16.5,10630.0,0.251458137,0.748541863,0.63508937,0.032549389,0.001787394,23134.13897,39774.04922,26672.69267,0.001518344,0.501359311,0.47349343,0.025147259,31.05,90.0,8.0,10.0,1.0,1.1288805268109126,95.6,1.23,0.1,0.48,1.25,1.47
MO,Jackson,10.6,674158.0,0.961630656,0.038369344,0.000746116,0.018897647,0.001453665,40580.95264,46087.49145,43573.61,0.001681045,0.48762947,0.498976065,0.013394465,26.78,74.0,23.0,11.0,0.9,0.2076664520779995,63.28,23.65,1.58,0.4,8.37,3.07
MO,Jasper,8.4,117404.0,0.76308303,0.23691697,0.004837995,0.019139041,0.002674526,27724.68079,36775.234,33142.27717,0.002196348,0.327537741,0.659385737,0.013076523,28.33,80.0,16.0,10.0,0.8,1.4054035637627338,86.04,1.84,0.99,1.38,6.84,3.18
MO,Jefferson,10.3,218733.0,0.698038248,0.301961752,0.00038403,0.015800085,0.001014936,29875.05691,30353.57748,30060.92283,0.00110244,0.505818134,0.480625142,0.013556724,29.43,83.0,12.0,9.0,0.2,0.9097849890048598,95.43,0.81,0.64,0.28,1.56,1.35
MO,Johnson,9.9,52595.0,0.495560414,0.504439586,0.000152106,0.016465443,0.002015401,22487.63083,29351.45573,24876.34409,0.0010077,0.429347826,0.551766304,0.01888587,22.99,81.0,23.0,8.0,0.4,0.7415153531704535,88.16,4.23,1.48,0.47,3.06,2.6
MO,Knox,7.7,4131.0,0.0,1.0,0.068264343,0.022996853,0.001694505,25744.14716,0.0,25826.70906,0.0,0.375,0.598814229,0.026185771,26.46,93.0,13.0,6.0,0.0,1.2103606874848705,97.48,0.34,0.19,0.17,0.82,1.02
MO,Laclede,12.3,35571.0,0.394872227,0.605127773,0.001321301,0.018695004,0.002755053,26000.8755,27945.35721,26947.42991,0.003257148,0.319671629,0.666237824,0.014090547,30.59,89.0,11.0,9.0,2.0,0.6465941356723174,94.45,0.67,0.42,0.64,2.02,1.93
MO,Lafayette,9.7,33381.0,0.430514364,0.569485636,0.003594859,0.018543483,0.001497858,22992.9991,28250.27382,24527.98209,0.003029867,0.415783133,0.568795181,0.015421687,27.04,85.0,14.0,8.0,0.6,1.1982864503759625,92.87,2.17,0.37,0.39,2.22,1.95
MO,Lawrence,9.2,38634.0,0.413133509,0.586866491,0.000207071,0.015245639,0.001423617,25734.90604,36016.33987,28817.60918,0.001113009,0.30636533,0.676985033,0.016649636,28.23,80.0,12.0,8.0,0.8,1.0094735207330332,90.96,0.21,0.32,0.78,6.33,1.69
MO,Lewis,8.5,10211.0,0.0,1.0,0.013612771,0.015473509,0.001762805,22091.46341,22681.21442,22246.63005,0.001161493,0.408040871,0.576188361,0.015770769,26.61,92.0,13.0,8.0,0.0,1.077269611203604,93.49,3.14,0.22,0.24,1.56,1.39
MO,Lincoln,11.7,52566.0,0.251702621,0.748297379,0.000418521,0.015466271,0.001103375,29197.95885,35798.55247,30595.45397,0.002750257,0.434564756,0.548789809,0.016645435,28.78,81.0,10.0,10.0,0.2,1.6360385039759542,93.91,1.83,0.36,0.29,1.96,1.78
MO,Linn,12.5,12761.0,0.335475276,0.664524724,0.001802367,0.020217851,0.002115822,29250.0,0.0,30633.18777,0.0,0.444781656,0.529421683,0.025796662,28.09,97.0,11.0,8.0,0.0,0.47018258757150694,96.36,0.67,0.2,0.2,1.51,1.25
MO,Livingston,8.1,15195.0,0.633958539,0.366041461,0.005067456,0.022441593,0.003882856,27177.13083,27554.55963,27355.91656,0.002303389,0.371642247,0.609432234,0.018925519,26.62,94.0,13.0,8.0,0.7,1.1187890753537348,94.68,2.4,0.26,0.3,1.19,1.2
MO,McDonald,9.1,23083.0,8.66e-05,0.999913356,0.001169692,0.011566954,0.001039726,25838.74778,26449.12174,25005.72301,0.001435689,0.301659496,0.675968039,0.022372465,29.75,70.0,7.0,10.0,2.6,1.2563358315643547,81.01,0.55,0.81,2.59,11.21,3.25
MO,Macon,9.2,15566.0,0.322112296,0.677887704,0.000385455,0.019144289,0.002055763,25686.44068,29151.84382,26659.96344,0.001440961,0.372491303,0.613593792,0.013914905,26.67,93.0,13.0,7.0,0.0,0.9636386997301812,94.66,2.24,0.4,0.19,0.96,1.55
MO,Madison,12.1,12226.0,0.344920661,0.655079339,0.00057255,0.02200229,0.001390479,22701.51771,0.0,23199.92847,0.002126615,0.406125696,0.576173429,0.017700875,29.71,76.0,8.0,8.0,0.8,0.8179290037624735,96.36,0.26,0.34,0.28,2.0,0.83
MO,Maries,9.4,9176.0,0.0,1.0,0.007519616,0.012859634,0.00098082,24646.69739,33855.31915,26755.82479,0.00043592,0.351583113,0.627308707,0.021108179,26.2,81.0,11.0,7.0,0.0,0.980819529206626,97.12,0.26,0.05,0.57,0.82,1.13
MO,Marion,9.0,28781.0,0.752336611,0.247663389,0.000382197,0.023001286,0.002953337,29278.12895,34750.92845,31259.18623,0.003375143,0.374651478,0.613797499,0.011551024,28.58,84.0,16.0,10.0,0.4,1.285570341544769,91.04,4.86,0.53,0.16,1.36,2.12
MO,Mercer,8.3,3785.0,0.0,1.0,0.016380449,0.01664465,0.001849406,25289.63415,24614.45783,25080.27523,0.001244386,0.296910755,0.668764302,0.034324943,26.34,94.0,12.0,7.0,0.0,2.113606340819022,97.31,0.16,0.5,0.45,0.74,0.95
MO,Miller,12.8,24748.0,0.202198157,0.797801843,0.002747697,0.025294973,0.001737514,23724.82613,31223.29511,25506.4758,0.003209552,0.308019072,0.675942783,0.016038145,29.39,86.0,11.0,8.0,0.0,0.6465168902537578,96.02,0.38,0.28,0.5,1.39,1.5
MO,Mississippi,9.6,14358.0,0.673004597,0.326995403,0.001323304,0.01699401,0.001601894,23580.97069,22443.14381,23326.98768,0.005412314,0.4195295,0.566467513,0.014002987,32.7,63.0,10.0,13.0,2.9,2.8555509123833405,73.28,23.84,0.13,0.2,1.61,1.05
MO,Moniteau,8.4,15607.0,0.472992888,0.527007112,0.00217851,0.018325111,0.001281476,24562.31003,0.0,27456.14035,0.001437176,0.31267817,0.670217554,0.017104276,27.94,93.0,13.0,9.0,1.3,0.5766643172935222,90.73,3.72,0.31,0.35,3.75,1.19
MO,Monroe,12.2,8840.0,0.0,1.0,0.001696833,0.017986425,0.001923077,21123.39332,0.0,21668.955,0.001292986,0.394761242,0.58715809,0.018080668,27.57,90.0,9.0,7.0,0.0,0.9049773755656109,94.34,2.98,0.31,0.25,0.96,1.23
MO,Montgomery,11.0,12236.0,0.214857797,0.785142203,0.003595946,0.019614253,0.002043151,24263.2234,0.0,25481.99712,0.00580255,0.400785519,0.585382514,0.013831967,29.89,85.0,10.0,8.0,0.0,1.2258908139915003,95.15,1.63,0.25,0.18,1.41,1.49
MO,Morgan,14.4,20565.0,0.0,1.0,0.001410163,0.021444201,0.001069779,20758.85827,0.0,23601.3986,0.004376368,0.389660072,0.59580282,0.014537108,30.61,80.0,11.0,6.0,0.5,2.0423048869438367,95.18,0.6,0.36,0.55,1.77,1.77
MO,New Madrid,9.9,18956.0,0.431367377,0.568632623,0.008493353,0.016511922,0.003165225,27235.26971,41620.55091,35474.73852,0.00253218,0.416460702,0.567597627,0.015941671,31.35,76.0,10.0,11.0,1.1,1.4771048744460857,81.14,15.74,0.4,0.21,1.13,1.46
MO,Newton,8.9,58114.0,0.355628592,0.644371408,0.000567849,0.018102351,0.00211653,24636.78619,36203.46904,31535.13427,0.001529064,0.293237818,0.694206093,0.012556089,26.58,78.0,16.0,8.0,1.6,0.9464156657604019,87.7,0.74,1.3,2.21,4.37,3.07
MO,Nodaway,7.2,23370.0,0.565682499,0.434317501,0.000813008,0.01745828,0.002267865,22411.29032,32759.49079,28382.92011,0.000886179,0.439671201,0.544867404,0.015461395,23.2,100.0,24.0,6.0,0.5,0.47068891741548996,93.63,2.41,1.61,0.18,1.29,0.93
MO,Oregon,11.0,10881.0,0.194651227,0.805348773,0.00192997,0.017277824,0.00082713,19401.71607,0.0,19264.0912,0.000472383,0.394467436,0.577651928,0.027880636,30.4,88.0,9.0,7.0,3.9,0.9190331770976933,95.64,0.14,0.29,1.06,1.2,1.68
MO,Osage,6.9,13878.0,0.0,1.0,0.001585243,0.017581784,0.000936734,27191.036,36180.72289,27457.041,0.001152904,0.269388332,0.71507275,0.015538918,24.97,98.0,10.0,6.0,0.0,1.08084738434933,98.39,0.2,0.1,0.21,0.61,0.48
MO,Ozark,11.7,9723.0,0.0,1.0,0.010490589,0.016764373,0.000617093,19802.22497,0.0,19967.63393,0.002218451,0.354460094,0.622705933,0.022833974,30.58,85.0,8.0,6.0,1.1,1.4398848092152627,96.54,0.11,0.13,0.6,1.32,1.39
MO,Pemiscot,12.3,18296.0,0.507324005,0.492675995,0.002732838,0.017982073,0.001967643,33021.65242,31917.80822,26769.89112,0.004934958,0.429828296,0.561089825,0.009081879,33.36,72.0,8.0,15.0,3.2,2.7328377787494533,69.64,26.67,0.22,0.2,1.86,1.48
MO,Perry,7.2,18971.0,0.443782616,0.556217384,0.009224606,0.022929735,0.002213905,29574.64909,0.0,29349.37354,0.001776923,0.347519371,0.639181219,0.01329941,28.09,90.0,10.0,7.0,0.0,1.3178008539349535,96.46,0.37,0.45,0.24,1.68,0.9
MO,Pettis,9.2,42201.0,0.622212744,0.377787256,0.004028341,0.019999526,0.003104192,31651.51515,29157.36368,30323.77143,0.003033103,0.380711775,0.605118629,0.014169596,28.84,88.0,15.0,9.0,0.7,1.018933200635056,86.97,2.95,0.59,0.32,7.22,2.25
MO,Phelps,9.0,45156.0,0.537757995,0.462242005,0.000863673,0.02083887,0.002546727,24365.79193,32189.32905,27709.78568,0.00296749,0.380388929,0.602222451,0.01738862,25.18,81.0,21.0,8.0,1.6,1.3730179821064754,90.34,2.16,2.91,0.49,2.04,2.15
MO,Pike,9.7,18516.0,0.456200043,0.543799957,0.003618492,0.017606394,0.00183625,32489.53975,34726.19048,27896.01064,0.002029056,0.442456541,0.54155564,0.015987819,31.58,85.0,10.0,9.0,0.0,1.458198314970836,89.21,7.17,0.23,0.21,1.79,1.41
MO,Platte,7.7,89322.0,0.841920244,0.158079756,0.001175522,0.018293366,0.003840039,35780.17889,34971.51111,35262.05106,0.00132263,0.461682444,0.526247849,0.012069707,20.8,95.0,33.0,8.0,0.7,1.2874767694408993,84.12,5.76,2.27,0.41,4.95,2.46
MO,Polk,10.2,31137.0,0.311301667,0.688698333,0.004367794,0.015961718,0.001605807,23696.12619,29340.59406,25781.01229,0.001380994,0.332408557,0.65386581,0.013725633,26.14,76.0,15.0,8.0,0.7,1.1561807495905194,94.95,0.73,0.33,0.61,1.98,1.53
MO,Pulaski,8.7,52274.0,0.559685503,0.440314497,0.00011478,0.011879711,0.001606917,21749.50298,32030.69558,26004.07878,0.000855301,0.349933333,0.6368,0.013266667,26.38,82.0,19.0,10.0,0.9,0.7078088533496575,72.43,10.87,2.48,0.67,9.0,4.84
MO,Putnam,8.0,4979.0,0.0,1.0,0.001807592,0.018477606,0.001405905,25748.01061,17014.28571,26018.15182,0.000630649,0.297135528,0.680205216,0.022659256,26.41,86.0,11.0,7.0,2.0,0.8033741715203856,97.71,0.18,0.44,0.14,0.72,0.84
MO,Ralls,8.7,10167.0,0.038949543,0.961050457,0.003344153,0.016327334,0.001475361,35266.171,0.0,44961.17274,0.0,0.401455547,0.587529504,0.011014949,25.75,78.0,12.0,7.0,0.0,0.5901445854234287,96.67,1.05,0.19,0.14,0.96,0.97
MO,Randolph,11.5,25414.0,0.548241127,0.451758873,0.001534587,0.017824821,0.003226568,24766.09658,34187.0579,29380.46965,0.002799245,0.375,0.607774849,0.017225151,31.0,83.0,12.0,10.0,0.4,1.455890454080428,89.97,5.81,0.41,0.26,1.63,2.11
MO,Ray,10.2,23494.0,0.247807951,0.752192049,0.000595897,0.014131268,0.00136205,24787.87879,31587.77633,26582.36102,0.003009705,0.474169909,0.506016466,0.019813625,29.58,90.0,11.0,8.0,0.8,1.4046139439856986,95.08,1.13,0.26,0.49,1.77,1.37
MO,Reynolds,15.0,6696.0,0.0,1.0,0.003136201,0.023596177,0.000896057,27052.69762,0.0,41292.31863,0.00083184,0.43139641,0.542135686,0.026467904,31.82,77.0,8.0,6.0,1.5,2.389486260454002,96.07,0.67,0.18,0.55,0.96,1.55
MO,Ripley,12.8,14100.0,0.0,1.0,0.038510638,0.034184397,0.000921986,19209.27985,18545.66745,19095.75321,0.001317021,0.334700727,0.635278762,0.030020511,32.35,82.0,8.0,7.0,3.7,0.6382978723404255,96.19,0.35,0.31,0.87,1.01,1.41
MO,St. Charles,8.1,360485.0,0.941695216,0.058304784,5.27e-05,0.017248984,0.001439727,32294.58123,36715.29346,34551.14367,0.000837372,0.446525468,0.543948146,0.009526386,20.33,86.0,26.0,8.0,0.4,0.6269331594934602,89.07,4.11,2.16,0.19,2.77,1.75
MO,St. Clair,11.2,9805.0,0.0,1.0,0.003569607,0.015706272,0.00081591,21374.00228,33344.82759,24086.35704,0.01299643,0.378107458,0.597634322,0.02425822,28.64,79.0,9.0,7.0,0.0,6.731259561448241,95.52,0.48,0.12,0.59,1.73,1.8
MO,Ste. Genevieve,10.2,18145.0,0.238578121,0.761421879,0.007164508,0.020170846,0.001543125,27935.94771,45677.09091,32627.11538,0.004960044,0.564192635,0.422889518,0.012917847,27.56,82.0,8.0,7.0,0.0,2.976026453568476,97.03,0.64,0.27,0.29,0.82,0.99
MO,St. Francois,12.1,65359.0,0.602365397,0.397634603,0.049679463,0.018865038,0.001744213,24338.65932,30956.7419,26908.26873,0.002806499,0.4700611,0.515682281,0.014256619,30.49,83.0,10.0,10.0,0.5,1.0251074832846279,92.77,4.22,0.37,0.35,1.19,1.16
MO,Saline,8.8,23370.0,0.541934104,0.458065896,0.00012837,0.017629439,0.002995293,26462.1386,31781.30705,28515.00634,0.002695764,0.478472786,0.503858652,0.017668562,28.63,89.0,16.0,9.0,1.8,1.4120667522464698,83.19,5.21,0.53,0.21,8.24,2.4
MO,Schuyler,10.3,4431.0,0.0,1.0,0.000902731,0.017377567,0.001128413,71558.82353,0.0,24380.80495,0.000482961,0.390821987,0.574382249,0.034795764,29.77,94.0,12.0,7.0,0.0,1.8054615211013316,98.24,0.02,0.23,0.16,0.65,0.81
MO,Scotland,8.0,4843.0,0.0,1.0,0.065248813,0.023332645,0.001651869,24981.35593,19712.32877,24816.64499,0.000825934,0.377979028,0.595328885,0.026692088,25.46,92.0,11.0,6.0,2.1,1.2389015073301672,98.29,0.06,0.23,0.25,0.68,0.47
MO,Scott,9.6,39191.0,0.584470924,0.415529076,0.000561353,0.024520936,0.00252609,25033.66427,32944.05726,28018.05003,0.00252609,0.347165206,0.641462332,0.011372462,29.62,78.0,11.0,11.0,0.2,0.9951264320890001,84.86,11.32,0.34,0.2,1.8,1.62
MO,Shannon,14.7,8441.0,0.0,1.0,0.000473878,0.020376733,0.000947755,19055.6391,0.0,18936.61972,0.000896813,0.426524231,0.54064617,0.032829599,28.15,89.0,8.0,8.0,1.2,0.9477550053311219,94.94,0.19,0.18,0.9,1.65,2.27
MO,Shelby,8.6,6373.0,0.0,1.0,0.009885454,0.022124588,0.002824416,22092.01624,31066.66667,25417.37649,0.001277263,0.335946924,0.653196622,0.010856454,26.15,96.0,13.0,7.0,0.0,1.4122077514514357,97.32,0.5,0.2,0.14,1.11,0.74
MO,Stoddard,10.3,29968.0,0.302088895,0.697911105,0.003069941,0.02145622,0.001835291,23331.85448,32725.23709,27625.84297,0.001668446,0.293997889,0.69160006,0.014402051,30.89,98.0,10.0,8.0,1.0,0.7674853176721836,96.54,0.91,0.17,0.3,1.19,1.01
MO,Stone,13.7,32202.0,0.113129619,0.886870381,0.000621079,0.019564002,0.000993727,22003.24465,24964.04019,23129.09712,0.001211105,0.306889608,0.680234332,0.01287606,28.09,82.0,14.0,6.0,0.6,1.6769144773616547,96.07,0.14,0.3,0.53,1.72,1.35
MO,Sullivan,8.8,6714.0,0.0,1.0,0.038129282,0.014000596,0.001489425,23850.36496,0.0,31776.1194,0.000148943,0.408853259,0.560125479,0.031021262,27.19,92.0,8.0,8.0,0.0,0.7447125409591898,79.68,0.45,0.12,0.48,18.59,1.19
MO,Taney,13.8,51675.0,0.561393324,0.438606676,0.000367683,0.026860184,0.004083212,25618.11486,26869.7286,26154.76883,0.002670537,0.308484121,0.680206795,0.011309084,28.01,82.0,15.0,7.0,1.1,1.1804547653604256,91.11,0.78,0.64,0.73,4.83,2.18
MO,Texas,10.9,26008.0,0.00788219,0.99211781,0.003575823,0.016225777,0.00134574,22797.90511,25785.88235,23640.56625,0.001542602,0.314256751,0.664915676,0.020827573,30.39,80.0,11.0,8.0,0.4,0.49984620116887113,92.32,3.35,0.31,0.64,1.63,1.83
MO,Vernon,8.2,21159.0,0.417411031,0.582588969,0.003591852,0.02103124,0.002552105,22594.8651,33716.92745,26588.93557,0.003308285,0.380829016,0.600810993,0.018359991,29.99,82.0,14.0,9.0,0.0,1.0870078926225248,95.45,0.47,0.49,0.67,1.59,1.39
MO,Warren,10.9,32513.0,0.369606004,0.630393996,0.001414819,0.014855596,0.0019992,28433.04201,32001.76757,29823.06368,0.00327346,0.430469954,0.556946584,0.012583462,27.66,78.0,11.0,8.0,0.3,1.9069295358779565,92.89,1.84,0.38,0.35,2.94,1.77
MO,Washington,14.2,25195.0,0.19523715,0.80476285,0.000555666,0.013058146,0.001151022,22733.83218,29942.96578,25328.4297,0.001649931,0.490014562,0.489494487,0.020490951,33.63,84.0,8.0,10.0,0.8,1.2700932724746974,95.13,2.2,0.19,0.38,1.01,1.21
MO,Wayne,10.7,13521.0,0.0,1.0,0.002588566,0.020708527,0.000813549,18572.71095,24335.61644,21525.55498,0.0028526,0.364478388,0.614884628,0.020636984,31.79,91.0,7.0,8.0,0.8,1.1833444271873383,96.54,0.24,0.24,0.41,1.04,1.59
MO,Webster,10.5,36202.0,0.260703829,0.739296171,0.000220982,0.01557925,0.001381139,22235.45151,24343.42629,25256.51549,0.000820673,0.34757887,0.637747616,0.014673514,27.18,78.0,11.0,8.0,0.0,0.7734379316059886,95.21,0.88,0.19,0.61,1.69,1.54
MO,Worth,6.8,2171.0,0.0,1.0,0.017042837,0.019345924,0.003224321,21685.18519,18492.30769,21569.89247,0.0,0.363713799,0.602214651,0.03407155,24.4,83.0,11.0,7.0,0.0,1.842468908337172,97.42,0.51,0.28,0.23,1.06,0.64
MO,Wright,11.8,18815.0,0.233749668,0.766250332,0.337177784,0.019346266,0.001647622,24413.19882,26733.68146,24978.37838,0.001192134,0.30032887,0.679351656,0.020319474,29.32,81.0,10.0,8.0,0.0,0.6909380813180972,96.32,0.46,0.27,0.51,1.26,1.28
